species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Nycteris intermedia,Intermedia Slit-faced Bat,Chiroptera,Nycteridae,0,0.122764481,12.28,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris javanica,Javan Slit-faced Bat,Chiroptera,Nycteridae,0,0.025116153,2.51,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris macrotis,Macrotis Slit-faced Bat,Chiroptera,Nycteridae,0,0.233380713,23.34,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris madagascariensis,Madagascar Slit-faced Bat,Chiroptera,Nycteridae,0,0.020832659,2.08,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris major,Greater Slit-faced Bat,Chiroptera,Nycteridae,0,0.118534394,11.85,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris nana,Nana Slit-faced Bat,Chiroptera,Nycteridae,1,0.257555829,25.76,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris parisii,Parisi’s Slit-faced Bat,Chiroptera,Nycteridae,0,0.034216872,3.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris thebaica,Thebaica Slit-faced Bat,Chiroptera,Nycteridae,1,0.587409788,58.74,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris tragata,Tragata Slit-faced Bat,Chiroptera,Nycteridae,0,0.118870258,11.89,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris vinsoni,Vinson’s Slit-faced Bat,Chiroptera,Nycteridae,0,0.038361989,3.84,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycteris woodi,Wood’s Slit-faced Bat,Chiroptera,Nycteridae,0,0.093574992,9.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticebus bengalensis,Bengal Slow Loris,Primates,Lorisidae,0,0.448823837,44.88,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticebus coucang,Sunda Slow Loris,Primates,Lorisidae,1,0.554559905,55.46,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticebus pygmaeus,Pygmy Nycticebus,Primates,Lorisidae,0,0.134190259,13.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticeinops schlieffeni,Schlieffen’s Nycticeinops,Chiroptera,Vespertilionidae,0,0.10292798,10.29,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticeius aenobarbus,Aenobarbus Nycticeius,Chiroptera,Vespertilionidae,0,0.118917084,11.89,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticeius cubanus,Cubanus Nycticeius,Chiroptera,Vespertilionidae,0,0.027286373,2.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nycticeius humeralis,Humeralis Nycticeius,Chiroptera,Vespertilionidae,1,0.51354161,51.35,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctiellus lepidus,Lepidus Nyctiellus,Chiroptera,Natalidae,0,0.028950019,2.9,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene aello,Aello Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.058185972,5.82,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene albiventer,White-bellied Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.039307676,3.93,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene cephalotes,Cephalotes Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.061865716,6.19,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene certans,Certans Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.021853276,2.19,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene cyclotis,Cyclotis Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.02802578,2.8,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene draconilla,Draconilla Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.015495001,1.55,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene keasti,Keast’s Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.025675624,2.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene major,Greater Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.025199032,2.52,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene malaitensis,Malaitensis Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.019848756,1.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene masalai,Masala’s Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.024780778,2.48,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene minutus,Tiny Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.027542128,2.75,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene rabori,Rabor’s Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.042718262,4.27,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene robinsoni,Robinson’s Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.127843574,12.78,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene sanctacrucis,Sanctacrucis Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.014165783,1.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctimene vizcaccia,Vizcaccia Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,0,0.028064962,2.81,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctinomops aurispinosus,Aurispinosus Free-tailed Bat,Chiroptera,Molossidae,0,0.442708733,44.27,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctinomops femorosaccus,Femorosaccus Free-tailed Bat,Chiroptera,Molossidae,0,0.167258869,16.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctinomops laticaudatus,Laticaudatus Free-tailed Bat,Chiroptera,Molossidae,1,0.567987345,56.8,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctinomops macrotis,Macrotis Free-tailed Bat,Chiroptera,Molossidae,1,0.729163827,72.92,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctomys sumichrasti,Sumichrast’s Nyctomys,Rodentia,Cricetidae,0,0.240198031,24.02,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus arnhemensis,Arnhemensis Nyctophilus,Chiroptera,Vespertilionidae,0,0.03693647,3.69,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus bifax,Bifax Nyctophilus,Chiroptera,Vespertilionidae,0,0.059630124,5.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus geoffroyi,Geoffroy’s Nyctophilus,Chiroptera,Vespertilionidae,0,0.113096878,11.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus gouldi,Gould’s Nyctophilus,Chiroptera,Vespertilionidae,0,0.163033524,16.3,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus heran,Heran Nyctophilus,Chiroptera,Vespertilionidae,0,0.02200864,2.2,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus howensis,Howensis Nyctophilus,Chiroptera,Vespertilionidae,0,0.043345385,4.33,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus microdon,Microdon Nyctophilus,Chiroptera,Vespertilionidae,0,0.009562156,0.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Nyctophilus microtis,Small-eared Nyctophilus,Chiroptera,Vespertilionidae,0,0.012362806,1.24,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochotona rufescens,Reddish Pika,Lagomorpha,Ochotonidae,0,0.101270007,10.13,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochotona rutila,Rutila Pika,Lagomorpha,Ochotonidae,0,0.067772981,6.78,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochotona thibetana,Thibetana Pika,Lagomorpha,Ochotonidae,0,0.195973418,19.6,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochotona thomasi,Thomas’s Pika,Lagomorpha,Ochotonidae,0,0.079407262,7.94,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochotona turuchanensis,Turuchanensis Pika,Lagomorpha,Ochotonidae,0,0.086391122,8.64,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ochrotomys nuttalli,Nuttall’s Ochrotomys,Rodentia,Cricetidae,0,0.360120287,36.01,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octodon bridgesi,Bridges’s Degu,Rodentia,Octodontidae,0,0.075692076,7.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octodon degus,Degus Degu,Rodentia,Octodontidae,0,0.06917329,6.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octodon lunatus,Lunatus Degu,Rodentia,Octodontidae,0,0.049075428,4.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octodon pacificus,Pacificus Degu,Rodentia,Octodontidae,0,0.06383606,6.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octodontomys gliroides,Gliroides Octodontomys,Rodentia,Octodontidae,0,0.112351687,11.24,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Octomys mimax,Mimax Octomys,Rodentia,Octodontidae,0,0.035420542,3.54,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Odobenus rosmarus,Walrus,Carnivora,Odobenidae,1,0.646767177,64.68,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Odocoileus hemionus,Mule Deer,Artiodactyla,Cervidae,1,0.877369982,87.74,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Odocoileus virginianus,White-tailed Deer,Artiodactyla,Cervidae,1,0.820593169,82.06,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oecomys auyantepui,Auyantepu’s Rice Rat,Rodentia,Cricetidae,0,0.046391288,4.64,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oecomys bicolor,Bicolor Rice Rat,Rodentia,Cricetidae,1,0.330906668,33.09,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oecomys catherinae,Catherin’s Rice Rat,Rodentia,Cricetidae,0,0.046391288,4.64,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oecomys cleberi,Cleber’s Rice Rat,Rodentia,Cricetidae,0,0.013687781,1.37,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Onychomys leucogaster,White-bellied Onychomys,Rodentia,Cricetidae,1,0.456775109,45.68,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Onychomys torridus,Torridus Onychomys,Rodentia,Cricetidae,1,0.509816281,50.98,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orcaella brevirostris,Brevirostris Orcaella,Cetacea,Delphinidae,0,0.453297269,45.33,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orcinus orca,Killer Whale,Cetacea,Delphinidae,1,0.486608125,48.66,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oreamnos americanus,Mountain Goat,Artiodactyla,Bovidae,1,0.602955535,60.3,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oreonax flavicauda,Flavicauda Oreonax,Primates,Atelidae,0,0.119002636,11.9,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oreotragus oreotragus,Oreotragus Oreotragus,Artiodactyla,Bovidae,1,0.631847914,63.18,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Ornithorhynchus anatinus,Platypus,Monotremata,Ornithorhynchidae,0,0.222074913,22.21,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys cavator,Cavator Pocket Gopher,Rodentia,Geomyidae,0,0.012156584,1.22,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys cherriei,Cherrie’s Pocket Gopher,Rodentia,Geomyidae,0,0.027304868,2.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys cuniculus,Cuniculus Pocket Gopher,Rodentia,Geomyidae,0,0.016066342,1.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys dariensis,Dariensis Pocket Gopher,Rodentia,Geomyidae,0,0.063559369,6.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys grandis,Large Pocket Gopher,Rodentia,Geomyidae,0,0.076131441,7.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys heterodus,Heterodus Pocket Gopher,Rodentia,Geomyidae,0,0.011017884,1.1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys hispidus,Hispidus Pocket Gopher,Rodentia,Geomyidae,0,0.152883771,15.29,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys lanius,Lanius Pocket Gopher,Rodentia,Geomyidae,0,0.014006889,1.4,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys matagalpae,Matagalp’s Pocket Gopher,Rodentia,Geomyidae,0,0.021646276,2.16,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys thaeleri,Thaeler’s Pocket Gopher,Rodentia,Geomyidae,0,0.016946678,1.69,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orthogeomys underwoodi,Underwood’s Pocket Gopher,Rodentia,Geomyidae,0,0.035990556,3.6,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Orycteropus afer,Aardvark,Tubulidentata,Orycteropodidae,0,0.399761005,39.98,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryctolagus cuniculus,European Rabbit,Lagomorpha,Leporidae,1,0.592940204,59.29,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryx beisa,Beisa Oryx,Artiodactyla,Bovidae,1,0.748933111,74.89,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryx dammah,Scimitar-horned Oryx,Artiodactyla,Bovidae,1,0.248849832,24.88,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryx gazella,Gemsbok,Artiodactyla,Bovidae,1,0.801492061,80.15,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryx leucoryx,Arabian Oryx,Artiodactyla,Bovidae,1,0.708847639,70.88,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys albigularis,Albigularis Rice Rat,Rodentia,Cricetidae,0,0.071236395,7.12,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys alfaroi,Alfaro’s Rice Rat,Rodentia,Cricetidae,0,0.272286525,27.23,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys angouya,Angouya Rice Rat,Rodentia,Cricetidae,0,0.220455197,22.05,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys auriventer,Auriventer Rice Rat,Rodentia,Cricetidae,0,0.008247996,0.82,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys balneator,Balneator Rice Rat,Rodentia,Cricetidae,0,0.03830976,3.83,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys bolivaris,Bolivaris Rice Rat,Rodentia,Cricetidae,0,0.102480825,10.25,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys caracolus,Caracolus Rice Rat,Rodentia,Cricetidae,0,0.041019398,4.1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys chapmani,Chapman’s Rice Rat,Rodentia,Cricetidae,0,0.057574067,5.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys couesi,Coues’s Rice Rat,Rodentia,Cricetidae,1,0.446179718,44.62,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys seuanezi,Seuanez’s Rice Rat,Rodentia,Cricetidae,0,0.041019398,4.1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys subflavus,Subflavus Rice Rat,Rodentia,Cricetidae,0,0.282168119,28.22,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys talamancae,Talamanc’s Rice Rat,Rodentia,Cricetidae,0,0.136082039,13.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys tatei,Tate’s Rice Rat,Rodentia,Cricetidae,0,0.041019398,4.1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys xanthaeolus,Xanthaeolus Rice Rat,Rodentia,Cricetidae,0,0.070250379,7.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzomys yunganus,Yunganus Rice Rat,Rodentia,Cricetidae,0,0.20951121,20.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzorictes hova,Hova Oryzorictes,Afrosoricida,Tenrecidae,0,0.022620262,2.26,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Oryzorictes tetradactylus,Tetradactylus Oryzorictes,Afrosoricida,Tenrecidae,0,0.017505485,1.75,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Osgoodomys banderanus,Banderanus Osgoodomys,Rodentia,Cricetidae,0,0.075984735,7.6,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otaria flavescens,South American Sea Lion,Carnivora,Otariidae,0,0.480300098,48.03,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otocyon megalotis,Big-eared Otocyon,Carnivora,Canidae,1,0.610817328,61.08,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otolemur crassicaudatus,Fat-tailed Galago,Primates,Galagidae,1,0.46930834,46.93,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otolemur garnettii,Garnetti’s Galago,Primates,Galagidae,0,0.310414397,31.04,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otolemur monteiri,Monteir’s Galago,Primates,Galagidae,0,0.289352721,28.94,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops formosus,Formosus Otomops,Chiroptera,Molossidae,0,0.020319532,2.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops johnstonei,Johnstone’s Otomops,Chiroptera,Molossidae,0,0.008226979,0.82,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops madagascariensis,Madagascar Otomops,Chiroptera,Molossidae,0,0.025667093,2.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops martiensseni,Martienssen’s Otomops,Chiroptera,Molossidae,1,0.318851861,31.89,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops papuensis,Papuensis Otomops,Chiroptera,Molossidae,0,0.013799649,1.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops secundus,Secundus Otomops,Chiroptera,Molossidae,0,0.01352841,1.35,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomops wroughtoni,Wroughton’s Otomops,Chiroptera,Molossidae,0,0.007277271,0.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys anchietae,Anchiet’s Vlei Rat,Rodentia,Muridae,0,0.067394952,6.74,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys angoniensis,Angoniensis Vlei Rat,Rodentia,Muridae,0,0.154989463,15.5,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Otomys barbouri,Barbour’s Vlei Rat,Rodentia,Muridae,0,0.06307117,6.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
